,BRA0CH_COU0T,CALL_PAIRS,LOC_CODE_A0D_COMME0T,LOC_COMME0TS,CO0DITIO0_COU0T,C1CLOMATIC_COMPLEXIT1,C1CLOMATIC_DE0SIT1,DECISIO0_COU0T,DECISIO0_DE0SIT1,DESIG0_COMPLEXIT1,DESIG0_DE0SIT1,EDGE_COU0T,ESSE0TIAL_COMPLEXIT1,ESSE0TIAL_DE0SIT1,LOC_EXECUTABLE,PARAMETER_COU0T,HALSTEAD_CO0TE0T,HALSTEAD_DIFFICULT1,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LE0GTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAI0TE0A0CE_SEVERIT1,MODIFIED_CO0DITIO0_COU0T,MULTIPLE_CO0DITIO0_COU0T,0ODE_COU0T,0ORMALIZED_C1LOMATIC_COMPLEXIT1,0UM_OPERA0DS,0UM_OPERATORS,0UM_U0IQUE_OPERA0DS,0UM_U0IQUE_OPERATORS,0UMBER_OF_LI0ES,PERCE0T_COMME0TS,LOC_TOTAL,Defective
0,0.02097902097902098,0.013513513513513514,0.025089605734767026,0.0,0.014134275618374556,0.02097902097902098,0.21649484536082475,0.014184397163120567,0.0,0.0,0.19354838709677422,0.018335684062059238,0.0,0.0,0.019230769230769232,0.36363636363636365,0.021137353728340077,0.22108478494179812,0.013366580119980803,0.025362318840579715,0.04176904176904177,0.04081632653061224,0.013366522407723904,0.024051786542586676,0.23469387755102042,0.01408450704225352,0.014134275618374556,0.017667844522968195,0.3103448275862069,0.04275534441805226,0.04187604690117253,0.03278688524590164,0.23809523809523808,0.02072538860103627,0.8381679389312977,0.0226928895612708,0.0
1,0.02097902097902098,0.02702702702702703,0.025089605734767026,0.0,0.014134275618374556,0.02097902097902098,0.21649484536082475,0.014184397163120567,0.0,0.008771929824561403,0.4623655913978495,0.019746121297602254,0.0,0.0,0.019230769230769232,0.4545454545454546,0.02436070249467659,0.20886650705853219,0.013417453722272484,0.027173913043478264,0.04373464373464373,0.06122448979591837,0.013417509310208393,0.0254989697966263,0.23469387755102042,0.01408450704225352,0.014134275618374556,0.019434628975265017,0.3103448275862069,0.045130641330166275,0.043551088777219436,0.03688524590163935,0.23809523809523808,0.02072538860103627,0.8381679389312977,0.0226928895612708,0.0
2,0.02097902097902098,0.0,0.007168458781362007,0.0,0.014134275618374556,0.02097902097902098,0.7938144329896909,0.014184397163120567,0.0,0.0,0.19354838709677422,0.015514809590973204,0.0,0.0,0.0,0.2727272727272727,0.00896677020453613,0.04127796582184431,0.0003922366067112388,0.003623188405797102,0.005405405405405405,0.2653061224489796,0.00039219125391069543,0.0025726358389822667,0.23469387755102042,0.01408450704225352,0.014134275618374556,0.014134275618374558,0.8275862068965518,0.005938242280285036,0.005862646566164155,0.008196721311475409,0.07142857142857142,0.0051813471502590676,0.8142493638676845,0.0045385779122541605,0.0
3,0.006993006993006994,0.0,0.0017921146953405018,0.0,0.0,0.006993006993006993,1.0,0.0,0.0,0.0,0.4623655913978495,0.005641748942172073,0.0,0.0,0.0,0.2727272727272727,0.008556525816093303,0.004127796582184429,0.0,0.001811594202898551,0.0004914004914004914,0.7959183673469388,0.0,0.00034592094496893665,0.4897959183673469,0.0,0.0,0.00530035335689046,0.8275862068965518,0.0011876484560570072,0.0008375209380234502,0.004098360655737705,0.023809523809523808,0.0,0.5089058524173028,0.0,0.0
4,0.006993006993006994,0.0,0.0017921146953405018,0.12612612612612611,0.0,0.006993006993006993,1.0,0.0,0.0,0.0,0.4623655913978495,0.005641748942172073,0.0,0.0,0.0,0.2727272727272727,0.008556525816093303,0.004127796582184429,0.0,0.001811594202898551,0.0004914004914004914,0.7959183673469388,0.0,0.00034592094496893665,0.4897959183673469,0.0,0.0,0.00530035335689046,0.15517241379310345,0.0011876484560570072,0.0008375209380234502,0.004098360655737705,0.023809523809523808,0.018134715025906734,0.9541984732824428,0.0,0.0
5,0.006993006993006994,0.013513513513513514,0.008960573476702509,0.0,0.0,0.006993006993006993,0.26804123711340205,0.0,0.0,0.008771929824561403,1.0000000000000002,0.00846262341325811,0.0,0.0,0.009615384615384616,0.2727272727272727,0.0071304381800777515,0.09493932139024189,0.0014159857072597185,0.005434782608695653,0.009828009828009826,0.12244897959183676,0.0014160082557992503,0.004975939746860858,0.4897959183673469,0.0,0.0,0.0088339222614841,0.3103448275862069,0.013064133016627079,0.008375209380234507,0.012295081967213115,0.11904761904761904,0.007772020725388602,0.7270229007633588,0.0075642965204236,0.0
6,0.006993006993006994,0.013513513513513514,0.008960573476702509,0.0,0.0,0.006993006993006993,0.26804123711340205,0.0,0.0,0.008771929824561403,1.0000000000000002,0.00846262341325811,0.0,0.0,0.009615384615384616,0.36363636363636365,0.010920314911406749,0.08750928754230991,0.0015749855426626538,0.007246376811594204,0.011793611793611793,0.14285714285714288,0.0015748834439409205,0.006065106917995569,0.4897959183673469,0.0,0.0,0.0088339222614841,0.27586206896551724,0.015439429928741092,0.010050251256281407,0.01639344262295082,0.11904761904761904,0.009067357512953369,0.7270229007633588,0.0075642965204236,0.0
7,0.006993006993006994,0.0,0.0,0.0,0.0,0.006993006993006993,1.0,0.0,0.0,0.0,0.4623655913978495,0.007052186177715093,0.0,0.0,0.009615384615384616,0.36363636363636365,0.014299947254292917,0.010979938908610584,8.029871257041277e-05,0.001811594202898551,0.0029484029484029483,0.5918367346938775,8.035535831555591e-05,0.0013346984712350406,0.4897959183673469,0.0,0.0,0.007067137809187278,0.6551724137931035,0.0035629453681710215,0.0033500837520938024,0.008196721311475409,0.023809523809523808,0.001295336787564767,0.0,0.0,0.0
8,0.006993006993006994,0.0,0.0,0.0,0.0,0.006993006993006993,1.0,0.0,0.0,0.0,0.4623655913978495,0.007052186177715093,0.0,0.0,0.009615384615384616,0.36363636363636365,0.014299947254292917,0.010979938908610584,8.029871257041277e-05,0.001811594202898551,0.0029484029484029483,0.5918367346938775,8.035535831555591e-05,0.0013346984712350406,0.4897959183673469,0.0,0.0,0.007067137809187278,0.6551724137931035,0.0035629453681710215,0.0033500837520938024,0.008196721311475409,0.023809523809523808,0.001295336787564767,0.0,0.0,0.0
9,0.006993006993006994,0.0,0.0,0.0,0.0,0.006993006993006993,1.0,0.0,0.0,0.0,0.4623655913978495,0.007052186177715093,0.0,0.0,0.009615384615384616,0.36363636363636365,0.014299947254292917,0.010979938908610584,8.029871257041277e-05,0.001811594202898551,0.0029484029484029483,0.5918367346938775,8.035535831555591e-05,0.0013346984712350406,0.4897959183673469,0.0,0.0,0.007067137809187278,0.6551724137931035,0.0035629453681710215,0.0033500837520938024,0.008196721311475409,0.023809523809523808,0.001295336787564767,0.0,0.0,0.0
